kit_id,brand,model_name,timestamp,region,generation,form_factor,capacity_gb,module_count,is_ecc,speed_mts,cas_latency,voltage,timing_string,die_manufacturer,die_type,true_latency_ns,bandwidth_per_dollar,latency_value_index,speed_premium_ratio,price_per_gb,price_usd,market_segment,recommended_usage,price_status,global_inventory_weeks,fab_utilization_rate,gpu_hbm_trend_gb
MPN-005346,Silicon Power,Silicon Power DDR6 (Preview) 12800MT/s,2025-09-04,Greater China,DDR6 (Preview),LRDIMM,32,8,True,12800,84,1.1,84-86-86-172,Samsung,C-Die,13.125,19.0357,70604.02,6.0037,168.1,5379.35,Enterprise/AI,Gaming (AAA),Shortage-Inflated,8.19,0.7513,179.6
MPN-005347,Samsung,Samsung DDR6 (Preview) 12800MT/s,2025-08-30,North America,DDR6 (Preview),SODIMM,32,2,False,12800,60,1.1,60-62-62-124,Micron,B-Die,9.375,35.247,27236.39,3.2424,90.79,2905.22,Consumer,Gaming (AAA),Shortage-Inflated,8.52,0.7492,178.46
MPN-005348,Pny,Pny DDR5 7200MT/s,2025-01-18,Europe,DDR5,DIMM,48,2,False,7200,42,1.1,42-44-44-88,Micron,R-Die,11.6667,101.1118,6646.11,1.6954,11.87,569.67,Consumer,Content Creation,Normal,10.28,0.6573,127.36
MPN-005349,SK Hynix,SK Hynix DDR5 7200MT/s,2024-12-04,EMEA,DDR5,DIMM,16,1,False,7200,34,1.45,34-36-36-72,Micron,B-Die,9.4444,428.5112,1269.51,1.2002,8.4,134.42,Consumer,Gaming (AAA),Normal,10.96,0.6388,117.1
MPN-005350,Crucial,Crucial DDR5 5600MT/s,2025-06-28,Greater China,DDR5,SODIMM,64,2,True,5600,38,1.1,38-40-40-80,Samsung,B-Die,13.5714,20.5921,29525.95,4.8562,33.99,2175.6,Enterprise/AI,Content Creation,Shortage-Inflated,8.54,0.7234,164.09
MPN-005351,Silicon Power,Silicon Power DDR4 3200MT/s,2024-12-26,Greater China,DDR4,SODIMM,8,2,False,3200,14,1.35,14-16-16-32,SK Hynix,C-Die,8.75,888.3735,252.15,1.1257,3.6,28.82,Consumer,Basic Productivity,Normal,10.12,0.6478,122.12
MPN-005352,Patriot,Patriot DDR4 4400MT/s,2025-07-25,Europe,DDR4,SODIMM,64,1,False,4400,19,1.35,19-21-21-42,Samsung,M-Die,8.6364,33.0688,9192.95,5.1975,16.63,1064.45,Enterprise/AI,Content Creation,Shortage-Inflated,8.17,0.7344,170.25
MPN-005353,Lexar,Lexar DDR4 4400MT/s,2024-07-17,North America,DDR4,SODIMM,8,2,False,4400,20,1.45,20-22-22-44,Micron,R-Die,9.0909,1277.3886,250.51,1.0764,3.44,27.56,Consumer,Basic Productivity,Normal,13.25,0.5813,85.16
MPN-005354,G.Skill,G.Skill DDR5 6000MT/s,2025-06-03,Greater China,DDR5,LRDIMM,64,4,True,6000,32,1.45,32-34-34-68,Micron,R-Die,10.6667,23.2289,22041.54,4.6125,32.29,2066.39,Enterprise/AI,Content Creation,Shortage-Inflated,9.43,0.7131,158.39
MPN-005355,Silicon Power,Silicon Power DDR5 4800MT/s,2024-01-17,Latin America,DDR5,LRDIMM,16,2,True,4800,34,1.4,34-36-36-72,Samsung,E-Die,14.1667,193.3193,2814.0,1.7735,12.41,198.64,Enterprise/AI,Gaming (AAA),Normal,15.57,0.5066,43.65
MPN-005356,Micron,Micron DDR5 8400MT/s,2024-03-27,Asia-Pacific,DDR5,SODIMM,512,2,False,8400,42,1.3,42-44-44-88,Micron,E-Die,10.0,9.852,68209.66,1.9032,13.32,6820.97,Enterprise/AI,AI / Data Science,Normal,13.61,0.5353,59.62
MPN-005357,Kingston,Kingston DDR4 2666MT/s,2024-11-11,Greater China,DDR4,SODIMM,16,2,False,2666,15,1.4,15-17-17-34,SK Hynix,A-Die,11.2528,382.3686,627.67,1.0894,3.49,55.78,Consumer,Gaming (AAA),Normal,11.09,0.6293,111.85
MPN-005358,TeamGroup,TeamGroup DDR4 3200MT/s,2026-12-08,North America,DDR4,SODIMM,16,2,False,3200,19,1.2,19-21-21-42,Micron,Z-Die,11.875,83.4263,3643.94,5.9933,19.18,306.86,Consumer,Gaming (AAA),Shortage-Inflated,2.03,0.9401,284.53
MPN-005359,Lexar,Lexar DDR5 6800MT/s,2024-04-12,Latin America,DDR5,DIMM,96,2,False,6800,34,1.25,34-36-36-72,SK Hynix,D-Die,10.0,43.9691,12372.31,1.8411,12.89,1237.23,Enterprise/AI,AI / Data Science,Normal,14.69,0.5419,63.27
MPN-005360,Micron,Micron DDR5 8400MT/s,2024-07-08,Asia-Pacific,DDR5,LRDIMM,512,2,True,8400,30,1.35,30-32-32-64,Micron,B-Die,7.1429,9.5557,50231.89,1.9622,13.74,7032.47,Enterprise/AI,AI / Data Science,Normal,13.33,0.5776,83.11
MPN-005361,Mushkin,Mushkin DDR5 5600MT/s,2026-03-21,Europe,DDR5,DIMM,64,2,False,5600,30,1.1,30-32-32-64,SK Hynix,D-Die,10.7143,12.5464,38257.85,7.9704,55.79,3570.73,Enterprise/AI,Content Creation,Shortage-Inflated,6.28,0.8326,224.76
MPN-005362,Micron,Micron DDR5 5600MT/s,2026-08-10,Greater China,DDR5,DIMM,256,2,False,5600,36,1.45,36-38-38-76,Micron,E-Die,12.8571,2.7054,212907.68,9.2408,64.69,16559.49,Enterprise/AI,AI / Data Science,Shortage-Inflated,4.3,0.8909,257.15
MPN-005363,Micron,Micron DDR4 2666MT/s,2024-06-19,Latin America,DDR4,DIMM,16,2,False,2666,16,1.2,16-18-18-36,SK Hynix,C-Die,12.003,406.4843,629.79,1.0248,3.28,52.47,Consumer,Gaming (AAA),Normal,13.02,0.5698,78.78
MPN-005364,Micron,Micron DDR5 8000MT/s,2024-06-03,Greater China,DDR5,SODIMM,512,1,False,8000,30,1.3,30-32-32-64,SK Hynix,D-Die,7.5,9.6838,49567.39,1.844,12.91,6608.98,Enterprise/AI,AI / Data Science,Normal,13.28,0.5632,75.13
MPN-005365,Mushkin,Mushkin DDR5 5600MT/s,2024-12-30,Greater China,DDR5,DIMM,128,2,False,5600,42,1.1,42-44-44-88,SK Hynix,D-Die,15.0,23.0513,29152.37,2.1691,15.18,1943.49,Enterprise/AI,AI / Data Science,Normal,12.13,0.6495,123.03
MPN-005366,Crucial,Crucial DDR4 3600MT/s,2024-07-18,Latin America,DDR4,SODIMM,16,2,False,3600,19,1.35,19-21-21-42,SK Hynix,C-Die,10.5556,522.3912,581.94,1.0768,3.45,55.13,Consumer,Gaming (AAA),Normal,11.97,0.5817,85.39
MPN-005367,Silicon Power,Silicon Power DDR5 5600MT/s,2025-03-23,Latin America,DDR5,LRDIMM,64,2,True,5600,38,1.35,38-40-40-80,Micron,B-Die,13.5714,26.5569,22894.22,3.7655,26.36,1686.94,Enterprise/AI,Content Creation,Shortage-Inflated,9.8,0.6835,141.96
MPN-005368,TeamGroup,TeamGroup DDR5 4800MT/s,2025-03-26,Greater China,DDR5,LRDIMM,512,2,True,4800,38,1.1,38-40-40-80,SK Hynix,A-Die,15.8333,3.0059,202268.08,3.5644,24.95,12774.83,Enterprise/AI,AI / Data Science,Shortage-Inflated,10.55,0.6848,142.65
MPN-005369,Kingston,Kingston DDR5 5600MT/s,2024-07-19,North America,DDR5,SODIMM,192,1,False,5600,40,1.1,40-42-42-84,Samsung,C-Die,14.2857,16.5395,38695.31,2.0154,14.11,2708.67,Enterprise/AI,AI / Data Science,Normal,13.32,0.5821,85.62
MPN-005370,Kingston,Kingston DDR4 3200MT/s,2026-01-16,EMEA,DDR4,DIMM,8,2,False,3200,18,1.45,18-20-20-40,SK Hynix,M-Die,11.25,256.193,1124.15,3.9033,12.49,99.92,Consumer,Basic Productivity,Shortage-Inflated,6.9,0.8063,210.16
MPN-005371,SK Hynix,SK Hynix DDR5 4800MT/s,2024-03-06,Europe,DDR5,DIMM,256,2,False,4800,34,1.1,34-36-36-72,Samsung,M-Die,14.1667,12.0223,45249.1,1.7824,12.48,3194.05,Enterprise/AI,AI / Data Science,Normal,14.48,0.5267,54.83
MPN-005372,ADATA,ADATA DDR5 4800MT/s,2026-11-09,Asia-Pacific,DDR5,DIMM,192,2,False,4800,28,1.4,28-30-30-60,Micron,R-Die,11.6667,2.6989,165990.82,10.5861,74.1,14227.78,Enterprise/AI,AI / Data Science,Shortage-Inflated,3.2,0.9282,277.91
MPN-005373,G.Skill,G.Skill DDR5 8000MT/s,2026-12-06,Asia-Pacific,DDR5,DIMM,32,2,False,8000,30,1.45,30-32-32-64,SK Hynix,M-Die,7.5,49.9959,9600.79,5.7148,40.0,1280.11,Consumer,Gaming (AAA),Shortage-Inflated,3.59,0.9393,284.07
MPN-005374,Samsung,Samsung DDR4 3000MT/s,2026-04-04,Latin America,DDR4,DIMM,16,2,False,3000,18,1.4,18-20-20-40,SK Hynix,D-Die,12.0,99.5955,2891.7,4.7065,15.06,240.97,Consumer,Gaming (AAA),Shortage-Inflated,5.92,0.8383,227.96
MPN-005375,Samsung,Samsung DDR5 8000MT/s,2025-01-28,Asia-Pacific,DDR5,DIMM,128,4,False,8000,42,1.25,42-44-44-88,Samsung,D-Die,10.5,22.7529,29534.72,3.1393,21.98,2812.83,Enterprise/AI,AI / Data Science,Shortage-Inflated,10.85,0.6614,129.64
MPN-005376,Mushkin,Mushkin DDR4 3200MT/s,2026-02-26,Europe,DDR4,SODIMM,16,1,False,3200,19,1.35,19-21-21-42,Samsung,C-Die,11.875,111.6156,2723.63,4.4797,14.33,229.36,Consumer,Gaming (AAA),Shortage-Inflated,6.55,0.8231,219.52
MPN-005377,Silicon Power,Silicon Power DDR5 5200MT/s,2025-10-21,Latin America,DDR5,DIMM,192,4,True,5200,42,1.3,42-44-44-88,Micron,B-Die,16.1538,5.0339,133494.55,6.1488,43.04,8263.95,Enterprise/AI,AI / Data Science,Shortage-Inflated,7.41,0.7706,190.32
MPN-005378,Silicon Power,Silicon Power DDR5 6000MT/s,2024-10-31,Greater China,DDR5,SODIMM,192,4,False,6000,36,1.35,36-38-38-76,SK Hynix,C-Die,12.0,16.7639,34359.54,2.1304,14.91,2863.3,Enterprise/AI,AI / Data Science,Normal,11.82,0.6248,109.34
MPN-005379,Samsung,Samsung DDR4 3200MT/s,2026-01-22,Asia-Pacific,DDR4,DIMM,128,2,False,3200,22,1.35,22-24-24-48,SK Hynix,C-Die,13.75,8.159,43142.66,7.6603,24.51,3137.65,Enterprise/AI,AI / Data Science,Shortage-Inflated,6.47,0.8088,211.53
MPN-005380,G.Skill,G.Skill DDR5 6800MT/s,2024-09-13,Latin America,DDR5,DIMM,192,2,False,6800,30,1.1,30-32-32-64,Samsung,B-Die,8.8235,20.1369,23836.83,2.01,14.07,2701.51,Enterprise/AI,AI / Data Science,Normal,11.7,0.6051,98.39
MPN-005381,Pny,Pny DDR5 6800MT/s,2025-04-30,Greater China,DDR5,DIMM,48,2,False,6800,32,1.4,32-34-34-68,SK Hynix,C-Die,9.4118,71.7641,7134.49,2.2561,15.79,758.04,Consumer,Content Creation,Normal,10.16,0.6991,150.63
MPN-005382,Patriot,Patriot DDR5 7600MT/s,2024-02-20,Latin America,DDR5,DIMM,96,2,True,7600,38,1.45,38-40-40-80,Micron,E-Die,10.0,49.2437,12346.75,1.8373,12.86,1234.67,Enterprise/AI,AI / Data Science,Normal,14.24,0.5205,51.41
MPN-005383,G.Skill,G.Skill DDR5 6400MT/s,2025-02-25,Latin America,DDR5,SODIMM,128,2,False,6400,28,1.25,28-30-30-60,Samsung,B-Die,8.75,17.4554,25665.47,3.2737,22.92,2933.2,Enterprise/AI,AI / Data Science,Shortage-Inflated,10.11,0.6729,136.03
MPN-005384,Patriot,Patriot DDR5 5600MT/s,2024-06-14,EMEA,DDR5,DIMM,256,2,False,5600,32,1.35,32-34-34-68,Micron,B-Die,11.4286,13.1465,38945.71,1.9016,13.31,3407.75,Enterprise/AI,AI / Data Science,Normal,13.17,0.5677,77.64
MPN-005385,Lexar,Lexar DDR5 5200MT/s,2025-05-29,Europe,DDR5,DIMM,32,2,True,5200,36,1.1,36-38-38-76,SK Hynix,M-Die,13.8462,73.6127,7824.74,2.5229,17.66,565.12,Consumer,Gaming (AAA),Shortage-Inflated,8.53,0.711,157.24
MPN-005386,ADATA,ADATA DDR5 4800MT/s,2025-05-16,Europe,DDR5,DIMM,96,2,False,4800,30,1.1,30-32-32-64,Micron,R-Die,12.5,13.1895,36392.69,4.3325,30.33,2911.42,Enterprise/AI,AI / Data Science,Shortage-Inflated,10.0,0.7057,154.28
MPN-005387,G.Skill,G.Skill DDR5 7200MT/s,2025-01-11,Europe,DDR5,DIMM,128,2,False,7200,32,1.4,32-34-34-68,Micron,R-Die,8.8889,21.7598,23529.67,2.9543,20.68,2647.09,Enterprise/AI,AI / Data Science,Shortage-Inflated,11.07,0.6544,125.77
MPN-005388,Lexar,Lexar DDR5 5600MT/s,2024-10-23,Asia-Pacific,DDR5,DIMM,512,4,True,5600,40,1.4,40-42-42-84,SK Hynix,M-Die,14.2857,6.2043,103154.43,2.0147,14.1,7220.81,Enterprise/AI,AI / Data Science,Normal,11.21,0.6215,107.52
MPN-005389,Mushkin,Mushkin DDR5 8000MT/s,2025-11-26,EMEA,DDR5,DIMM,64,4,False,8000,38,1.1,38-40-40-80,SK Hynix,D-Die,9.5,21.2563,28603.26,6.7207,47.04,3010.87,Enterprise/AI,Content Creation,Shortage-Inflated,7.39,0.7854,198.53
MPN-005390,ADATA,ADATA DDR4 2133MT/s,2024-08-27,North America,DDR4,SODIMM,16,8,False,2133,20,1.2,20-22-22-44,Samsung,E-Die,18.7529,286.7546,1115.94,1.1623,3.72,59.51,Consumer,Gaming (AAA),Normal,12.5,0.5981,94.52
MPN-005391,G.Skill,G.Skill DDR5 6400MT/s,2024-08-27,EMEA,DDR5,DIMM,48,4,False,6400,32,1.35,32-34-34-68,SK Hynix,M-Die,10.0,133.8402,3825.46,1.1385,7.97,382.55,Consumer,Content Creation,Normal,12.5,0.5981,94.52
MPN-005392,Corsair,Corsair DDR6 (Preview) 16000MT/s,2025-07-28,EMEA,DDR6 (Preview),SODIMM,128,2,False,16000,60,1.0,60-62-62-124,SK Hynix,A-Die,7.5,7.1067,135083.78,5.0254,140.71,18011.17,Enterprise/AI,AI / Data Science,Shortage-Inflated,9.05,0.7357,170.93
MPN-005393,ADATA,ADATA DDR5 4800MT/s,2025-06-27,Europe,DDR5,SODIMM,512,2,False,4800,28,1.1,28-30-30-60,Micron,B-Die,11.6667,2.1493,208439.08,4.985,34.89,17866.21,Enterprise/AI,AI / Data Science,Shortage-Inflated,10.2,0.7229,163.86
MPN-005394,Corsair,Corsair DDR5 5600MT/s,2024-09-28,EMEA,DDR5,DIMM,128,2,False,5600,30,1.35,30-32-32-64,Micron,R-Die,10.7143,23.5571,20376.04,2.1225,14.86,1901.76,Enterprise/AI,AI / Data Science,Normal,10.94,0.6113,101.82
MPN-005395,G.Skill,G.Skill DDR5 7600MT/s,2025-09-09,Greater China,DDR5,LRDIMM,256,2,True,7600,30,1.4,30-32-32-64,SK Hynix,A-Die,7.8947,5.8078,82647.31,5.8419,40.89,10468.66,Enterprise/AI,AI / Data Science,Shortage-Inflated,8.12,0.7533,180.74
MPN-005396,Lexar,Lexar DDR5 7600MT/s,2026-08-27,Greater China,DDR5,DIMM,32,1,False,7600,40,1.25,40-42-42-84,SK Hynix,A-Die,10.5263,50.8156,12594.56,5.3414,37.39,1196.48,Consumer,Gaming (AAA),Shortage-Inflated,4.71,0.8979,261.03
MPN-005397,Samsung,Samsung DDR4 3600MT/s,2024-03-04,Europe,DDR4,DIMM,8,4,False,3600,15,1.35,15-17-17-34,Micron,R-Die,8.3333,1071.781,223.93,1.0497,3.36,26.87,Consumer,Basic Productivity,Normal,14.15,0.5259,54.37
MPN-005398,Kingston,Kingston DDR5 4800MT/s,2024-10-22,North America,DDR5,LRDIMM,96,2,True,4800,40,1.4,40-42-42-84,Samsung,M-Die,16.6667,28.2253,22674.7,2.0245,14.17,1360.48,Enterprise/AI,AI / Data Science,Normal,11.38,0.6211,107.29
MPN-005399,Micron,Micron DDR5 8400MT/s,2026-03-03,Greater China,DDR5,DIMM,128,2,False,8400,38,1.4,38-40-40-80,Samsung,E-Die,9.0476,10.1153,60106.89,7.4145,51.9,6643.39,Enterprise/AI,AI / Data Science,Shortage-Inflated,6.79,0.8252,220.66
MPN-005400,Kingston,Kingston DDR5 8400MT/s,2024-04-25,Latin America,DDR5,SODIMM,96,4,False,8400,40,1.1,40-42-42-84,Micron,Z-Die,9.5238,53.9981,11852.26,1.8519,12.96,1244.49,Enterprise/AI,AI / Data Science,Normal,13.33,0.5472,66.23
MPN-005401,Micron,Micron DDR5 8400MT/s,2025-07-29,Europe,DDR5,DIMM,512,2,False,8400,42,1.25,42-44-44-88,Micron,E-Die,10.0,3.523,190745.19,5.3221,37.25,19074.52,Enterprise/AI,AI / Data Science,Shortage-Inflated,8.32,0.7361,171.16
MPN-005402,G.Skill,G.Skill DDR5 5200MT/s,2025-03-15,Latin America,DDR5,SODIMM,96,2,False,5200,28,1.4,28-30-30-60,SK Hynix,C-Die,10.7692,17.7728,25207.07,3.4831,24.38,2340.66,Enterprise/AI,AI / Data Science,Shortage-Inflated,9.96,0.6802,140.14
MPN-005403,Corsair,Corsair DDR5 8000MT/s,2024-01-25,North America,DDR5,SODIMM,192,2,False,8000,42,1.4,42-44-44-88,SK Hynix,D-Die,10.5,26.4176,25437.54,1.8025,12.62,2422.62,Enterprise/AI,AI / Data Science,Normal,14.56,0.5099,45.47
MPN-005404,Pny,Pny DDR5 6000MT/s,2026-10-06,Europe,DDR5,DIMM,32,2,True,6000,40,1.3,40-42-42-84,Micron,B-Die,13.3333,38.1448,16778.17,5.6177,39.32,1258.36,Consumer,Gaming (AAA),Shortage-Inflated,3.63,0.9143,270.16
MPN-005405,Samsung,Samsung DDR5 5600MT/s,2024-02-19,North America,DDR5,DIMM,96,2,False,5600,30,1.1,30-32-32-64,Micron,B-Die,10.7143,34.6313,13860.29,1.925,13.48,1293.63,Enterprise/AI,AI / Data Science,Normal,14.27,0.5201,51.18
MPN-005406,SK Hynix,SK Hynix DDR4 2666MT/s,2025-06-18,Europe,DDR4,DIMM,32,2,False,2666,16,1.4,16-18-18-36,Samsung,D-Die,12.003,74.9885,3413.86,2.7775,8.89,284.42,Consumer,Gaming (AAA),Shortage-Inflated,10.07,0.7193,161.81
MPN-005407,Samsung,Samsung DDR4 3200MT/s,2024-09-11,Asia-Pacific,DDR4,SODIMM,16,2,False,3200,17,1.45,17-19-19-38,Micron,R-Die,10.625,463.4885,586.85,1.0788,3.45,55.23,Consumer,Gaming (AAA),Normal,13.04,0.6043,97.94
MPN-005408,TeamGroup,TeamGroup DDR4 2400MT/s,2025-09-03,North America,DDR4,DIMM,128,2,False,2400,14,1.4,14-16-16-32,Samsung,D-Die,11.6667,8.0015,27994.73,5.8583,18.75,2399.55,Enterprise/AI,AI / Data Science,Shortage-Inflated,8.1,0.7509,179.37
MPN-005409,Corsair,Corsair DDR5 4800MT/s,2024-06-05,North America,DDR5,LRDIMM,192,2,True,4800,34,1.35,34-36-36-72,Micron,Z-Die,14.1667,14.3478,37915.21,1.9913,13.94,2676.37,Enterprise/AI,AI / Data Science,Normal,12.73,0.5641,75.58
MPN-005410,Silicon Power,Silicon Power DDR5 5600MT/s,2024-04-07,Greater China,DDR5,DIMM,128,2,False,5600,28,1.45,28-30-30-60,Samsung,B-Die,10.0,26.4817,16917.34,1.8881,13.22,1691.73,Enterprise/AI,AI / Data Science,Normal,14.17,0.5398,62.13
MPN-005411,Kingston,Kingston DDR5 5600MT/s,2025-07-30,Latin America,DDR5,DIMM,32,2,False,5600,36,1.35,36-38-38-76,Samsung,M-Die,12.8571,69.6558,8269.23,2.8713,20.1,643.16,Consumer,Gaming (AAA),Shortage-Inflated,8.29,0.7365,171.39
MPN-005412,ADATA,ADATA DDR5 8000MT/s,2024-10-20,North America,DDR5,SODIMM,48,2,False,8000,38,1.45,38-40-40-80,Micron,E-Die,9.5,168.4296,3609.82,1.1309,7.92,379.98,Consumer,Content Creation,Normal,11.38,0.6203,106.83
MPN-005413,ADATA,ADATA DDR5 8400MT/s,2026-08-18,Asia-Pacific,DDR5,DIMM,192,2,False,8400,42,1.45,42-44-44-88,Micron,E-Die,10.0,5.3958,124541.2,9.2665,64.87,12454.12,Enterprise/AI,AI / Data Science,Shortage-Inflated,4.02,0.8942,258.98
MPN-005414,Lexar,Lexar DDR5 8000MT/s,2025-08-03,EMEA,DDR5,SODIMM,48,2,True,8000,38,1.35,38-40-40-80,Micron,Z-Die,9.5,63.3826,9592.54,3.0052,21.04,1009.74,Consumer,Content Creation,Shortage-Inflated,8.65,0.7381,172.3
MPN-005415,Kingston,Kingston DDR5 7200MT/s,2026-03-04,Latin America,DDR5,DIMM,96,2,False,7200,32,1.4,32-34-34-68,Micron,R-Die,8.8889,10.7705,47537.3,7.9583,55.71,5347.95,Enterprise/AI,AI / Data Science,Listing-Error,6.58,0.8256,220.89
MPN-005416,SK Hynix,SK Hynix DDR5 8400MT/s,2025-07-07,Asia-Pacific,DDR5,LRDIMM,16,2,True,8400,34,1.35,34-36-36-72,SK Hynix,C-Die,8.0952,115.1211,4725.46,5.2119,36.48,583.73,Enterprise/AI,Gaming (AAA),Shortage-Inflated,8.96,0.7271,166.14
MPN-005417,Silicon Power,Silicon Power DDR5 7200MT/s,2025-10-02,North America,DDR5,DIMM,96,1,False,7200,32,1.4,32-34-34-68,SK Hynix,C-Die,8.8889,14.5878,35097.89,5.8758,41.13,3948.51,Enterprise/AI,AI / Data Science,Shortage-Inflated,8.07,0.7628,185.99
MPN-005418,Corsair,Corsair DDR5 5600MT/s,2024-04-15,Latin America,DDR5,SODIMM,256,2,False,5600,36,1.35,36-38-38-76,SK Hynix,M-Die,12.8571,12.9435,44501.23,1.9315,13.52,3461.21,Enterprise/AI,AI / Data Science,Normal,14.39,0.5431,63.95
MPN-005419,TeamGroup,TeamGroup DDR5 6800MT/s,2025-07-01,North America,DDR5,SODIMM,64,1,False,6800,32,1.25,32-34-34-68,Micron,Z-Die,9.4118,25.2842,20249.84,4.8026,33.62,2151.55,Enterprise/AI,Content Creation,Shortage-Inflated,9.66,0.7246,164.77
MPN-005420,G.Skill,G.Skill DDR5 6000MT/s,2025-02-18,Greater China,DDR5,SODIMM,48,2,True,6000,28,1.25,28-30-30-60,SK Hynix,A-Die,9.3333,81.7305,5481.43,1.7479,12.24,587.3,Consumer,Content Creation,Normal,10.6,0.67,134.43
MPN-005421,Mushkin,Mushkin DDR5 6400MT/s,2026-06-01,North America,DDR5,DIMM,192,2,False,6400,32,1.3,32-34-34-68,SK Hynix,A-Die,10.0,4.4579,114852.15,8.5455,59.82,11485.22,Enterprise/AI,AI / Data Science,Shortage-Inflated,6.06,0.8621,241.19
MPN-005422,ADATA,ADATA DDR5 8400MT/s,2025-12-31,Latin America,DDR5,DIMM,512,4,False,8400,30,1.45,30-32-32-64,Samsung,C-Die,7.1429,2.4883,192901.61,7.5352,52.75,27006.23,Enterprise/AI,AI / Data Science,Shortage-Inflated,6.58,0.7997,206.51
MPN-005423,Mushkin,Mushkin DDR5 6400MT/s,2026-08-28,Latin America,DDR5,DIMM,192,2,False,6400,42,1.35,42-44-44-88,SK Hynix,A-Die,13.125,4.1242,162940.05,9.237,64.66,12414.48,Enterprise/AI,AI / Data Science,Shortage-Inflated,4.79,0.8983,261.26
MPN-005424,Mushkin,Mushkin DDR5 7200MT/s,2026-10-28,Latin America,DDR5,DIMM,512,2,False,7200,28,1.3,28-30-30-60,Micron,B-Die,7.7778,1.5199,294750.29,10.5738,74.02,37896.47,Enterprise/AI,AI / Data Science,Shortage-Inflated,3.43,0.9233,275.17
MPN-005425,Samsung,Samsung DDR5 5200MT/s,2025-10-06,Europe,DDR5,DIMM,512,2,True,5200,30,1.25,30-32-32-64,SK Hynix,M-Die,11.5385,1.8698,256718.09,6.2078,43.45,22248.9,Enterprise/AI,AI / Data Science,Shortage-Inflated,6.91,0.7644,186.9
MPN-005426,Micron,Micron DDR4 3200MT/s,2024-04-13,EMEA,DDR4,DIMM,128,1,False,3200,18,1.45,18-20-20-40,Micron,Z-Die,11.25,33.616,8567.35,1.8592,5.95,761.54,Enterprise/AI,AI / Data Science,Normal,13.43,0.5423,63.49
MPN-005427,SK Hynix,SK Hynix DDR5 6400MT/s,2024-05-05,Asia-Pacific,DDR5,SODIMM,16,2,False,6400,40,1.45,40-42-42-84,Micron,R-Die,12.5,412.7796,1550.46,1.1075,7.75,124.04,Consumer,Gaming (AAA),Normal,14.03,0.5513,68.51
MPN-005428,Corsair,Corsair DDR5 6800MT/s,2025-11-30,Asia-Pacific,DDR5,DIMM,96,2,False,6800,38,1.25,38-40-40-80,Samsung,D-Die,11.1765,11.6128,52356.12,6.971,48.8,4684.5,Enterprise/AI,AI / Data Science,Shortage-Inflated,8.09,0.787,199.44
MPN-005429,Kingston,Kingston DDR5 6400MT/s,2025-07-23,North America,DDR5,DIMM,48,2,False,6400,40,1.35,40-42-42-84,SK Hynix,A-Die,12.5,52.2167,12256.61,2.9182,20.43,980.53,Consumer,Content Creation,Shortage-Inflated,7.93,0.7336,169.79
MPN-005430,Corsair,Corsair DDR5 5200MT/s,2025-02-13,North America,DDR5,DIMM,16,2,True,5200,34,1.4,34-36-36-72,Samsung,B-Die,13.0769,201.9674,2693.5,1.8391,12.87,205.97,Consumer,Gaming (AAA),Normal,11.01,0.6679,133.29
MPN-005431,Silicon Power,Silicon Power DDR5 6000MT/s,2026-04-27,Asia-Pacific,DDR5,DIMM,512,2,True,6000,38,1.45,38-40-40-80,Micron,Z-Die,12.6667,1.5388,395116.21,8.7035,60.92,31193.39,Enterprise/AI,AI / Data Science,Shortage-Inflated,5.35,0.8478,233.2
MPN-005432,Mushkin,Mushkin DDR4 3600MT/s,2024-05-24,Latin America,DDR4,DIMM,16,2,False,3600,15,1.2,15-17-17-34,SK Hynix,D-Die,8.3333,545.9595,439.59,1.0303,3.3,52.75,Consumer,Gaming (AAA),Normal,13.22,0.5591,72.85
MPN-005433,Crucial,Crucial DDR5 7600MT/s,2026-08-01,Greater China,DDR5,DIMM,96,2,False,7600,42,1.45,42-44-44-88,Samsung,D-Die,11.0526,9.3887,71575.05,9.6367,67.46,6475.84,Enterprise/AI,AI / Data Science,Shortage-Inflated,4.61,0.8872,255.1
MPN-005434,SK Hynix,SK Hynix DDR5 6800MT/s,2026-02-11,Latin America,DDR5,LRDIMM,192,4,True,6800,38,1.1,38-40-40-80,Micron,Z-Die,11.1765,5.3778,113057.89,7.5266,52.69,10115.71,Enterprise/AI,AI / Data Science,Shortage-Inflated,6.81,0.817,216.09
MPN-005435,Corsair,Corsair DDR4 3000MT/s,2025-08-26,Greater China,DDR4,LRDIMM,64,2,True,3000,20,1.4,20-22-22-44,Samsung,E-Die,13.3333,20.7979,15386.18,5.6346,18.03,1153.96,Enterprise/AI,Content Creation,Shortage-Inflated,8.78,0.7476,177.55
MPN-005436,Mushkin,Mushkin DDR4 4400MT/s,2025-09-08,Europe,DDR4,SODIMM,16,2,False,4400,15,1.45,15-17-17-34,SK Hynix,C-Die,6.8182,213.9384,1121.82,3.2135,10.28,164.53,Consumer,Gaming (AAA),Shortage-Inflated,8.54,0.7529,180.51
MPN-005437,G.Skill,G.Skill DDR4 2666MT/s,2025-08-28,EMEA,DDR4,SODIMM,8,4,False,2666,19,1.2,19-21-21-42,Samsung,C-Die,14.2536,257.3038,1181.48,3.2379,10.36,82.89,Consumer,Basic Productivity,Listing-Error,9.08,0.7484,178.0
